IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
KHM,78.13065338,76.01329803,72.84107971,68.1381073,64.7696228,68.0147171,64.79239655,52.65042496,68.23893738,67.71940613,66.3832016,71.82814026,64.22532654,63.36512375,62.12366486,59.0332489,64.96757507,64.29042816,66.61171722,69.18743896,61.1158638,42.31358719,62.53143311,61.84569168,15.06240173,16.86228618,17.6705075,17.03907447,18.65859749,21.99365132,21.28022074,17.05463902,33.18065528,37.41547157,35.57193847,46.96641451,44.25137383,41.43811111,39.20074359,41.46061375,48.87199054,50.12924907,61.01021189,77.89474717,65.27160062,58.13425577,64.96729302,70.85225415,73.17808,5.39,5.39,5.39,10.5,13.46,13.35,14.71,14.71,8.0,13.1,0.05,0.05,0.05,0.1,0.13,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,5.39,5.39,10.5,13.46,13.35,14.71,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3375,5.255,10.61,10.61,9.09,9.09,,
KIR,3.31963992,1.92734969,2.14355254,2.8442719,2.24868846,2.69257736,2.02392364,2.15564466,2.24640775,2.87552667,4.02159882,3.98174405,4.80898666,3.38279533,3.77920747,4.79098892,3.73358846,3.11566138,2.95369506,3.20930815,2.82873058,3.03070116,3.32919121,12.29257298,2.1780662,1.65987427,1.99800529,2.90487649,2.97140661,3.54808451,2.57283068,3.19692839,4.28441218,4.82523748,5.34883254,5.6482728,7.02796477,5.2415832,5.8643236,5.67904243,5.88895114,5.61492138,6.16549306,5.71032991,6.75211672,7.97364515,7.24707591,29.27190517,135.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,35.0,35.0,35.0,44.0,,,0.0,0.0,0.0,0.44,0.35,0.35,0.35,0.0,0.0,0.0,43.75,35.0,35.0,35.0,44.0,,,,,,134823.26,181078.48,,,,,,,,,,,,891911.0,883697.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4425,16.705000000000002,,10.59,12.585,9.843333333333332,,
KNA,58.07799149,56.34654617,56.65087128,55.87848663,50.89441299,52.94103622,55.2205658,56.36955261,62.73704529,60.33301926,60.87849045,61.16310883,60.77982712,61.67013931,59.04951859,62.14612198,59.86155319,58.40249634,54.027771,50.72983551,46.14987946,42.46969223,47.43561554,45.74557114,259.4149797,248.04630288,263.47030212,269.82120571,250.20979927,294.86690203,380.71570653,399.07927702,552.77512302,526.5110396,528.08764268,564.04972346,535.41594622,579.01760519,568.20672813,647.65616551,695.51398344,692.90279403,605.72684548,621.02924407,492.81147618,481.00517846,550.83212619,592.35205191,99.45205,6.52,5.01,4.43,4.27,4.27,4.27,,4.07,4.2,,0.07,0.05,0.04,0.04,0.04,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,6.52,5.01,4.43,4.27,4.27,4.27,,4.07,,,,,,,,50141.92,,89176.28,,,,,,,,,,,48108.35,,87413.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,3.6783333333333332,10.15,11.64,0.0,9.686666666666666,,
KOR,49.3875618,45.83085251,45.22349167,49.70297623,49.23313141,48.75550842,46.8602066,45.05767059,46.59557724,45.00130463,44.7055397,45.4599762,45.65407944,45.33180237,45.45372009,45.71248627,44.97621536,44.28834915,43.49541473,42.3923111,41.81219482,39.15203857,37.65563202,41.41237259,234.71543008,230.60157896,242.81243261,340.36516871,376.38433702,460.5205185,529.77244025,566.08847886,552.79829808,517.95268379,633.52629697,713.97136606,732.26146003,788.23323791,874.06954121,891.80295721,918.74237494,1000.09871148,1097.40681501,1103.25276788,1128.78890595,1223.82502841,1159.24803035,1260.54016199,77.36986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.9,52.9,52.9,52.9,64.76,64.76,64.76,61.22,51.0,51.2,0.53,0.53,0.53,0.53,0.65,0.65,0.65,52.9,52.9,52.9,52.9,64.76,64.76,64.76,64.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.7,1.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.7,1.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,2111.77,2354.4,2369.96,2621.06,2578.6,,,,,,,,,,,,,,,,,,,,,,,,2111.77,2354.4,2369.96,2621.06,2578.6,,,,,,,,,,,,,,,,,,,,,,,,,12.113333333333332,12.236666666666666,10.8,10.57,9.09,9.09,,
KWT,27.45528984,21.11251259,23.19672775,23.10641289,23.73571205,23.78947449,23.47505188,23.57626534,21.90767097,18.41665649,15.79921436,15.52701092,16.53852081,16.03163528,15.41117764,15.14077663,14.68379116,14.29076385,11.77059364,11.85188103,11.49675369,11.05248356,11.88621807,11.45026493,116.7425476,116.91081579,134.17343835,144.72724855,154.14566059,173.00982541,183.62274734,207.63876256,234.2948394,188.93737475,165.95746154,178.11893853,201.25203646,198.03771127,199.39485254,190.7068368,189.8202772,193.17165152,195.22750376,194.7459563,177.36287288,202.16445398,200.0925237,192.2640771,94.57534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.6,,0.0,,
LAO,61.3313446,48.49234772,56.80447006,61.62331772,55.20495605,52.61207581,50.24878693,57.43625259,59.47414398,47.29646301,62.55179214,53.52558517,51.94340897,51.30714798,53.46399307,47.82938385,49.47957611,48.1410675,48.85313034,41.85755157,43.8791275,35.77369308,32.66844177,44.84078598,8.6496444,7.01521852,7.33084914,10.84031548,8.96130347,9.1181076,9.66110557,14.11017073,15.90900838,16.89203317,21.59576203,14.51548838,16.863681,22.31743252,24.34392361,24.89154253,26.90512501,29.5694391,27.92974113,28.28676618,22.80213717,24.54682315,13.50768027,12.29432809,23.36986,2.29,2.29,1.91,1.43,1.64,2.57,2.57,6.34,,,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.0,2.0,8.33,6.25,7.14,7.14,0.0,0.0,,,0.0,0.02,0.08,0.06,0.07,0.07,0.0,2.29,4.29,10.24,7.68,8.78,9.71,2.57,6.34,,,,,,52963007910.0,55299378707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,9.6875,10.62,10.6,5.22,8.065,,
LBN,70.08467865,67.07550049,66.8582077,65.63134766,62.02132797,61.11149216,58.10147858,57.8457222,59.56251907,60.01142883,58.91976166,55.56869888,55.99892426,54.814991,51.62422562,51.22759628,50.41612625,50.38428497,52.23586655,47.31144333,45.38058472,56.58624268,56.7141037,51.93686295,298.3511533,279.4196578,261.91127863,245.04102477,228.2473082,212.30287658,233.24065915,253.7756498,275.28464957,298.18647994,334.22534129,356.02761928,329.74359788,316.21218591,294.24744499,293.05884076,323.15005338,338.47151564,386.74755998,377.60880539,137.7238699,107.43359017,130.66415537,135.45756043,108.71233,33.38,36.58,32.81,32.61,30.93,0.0,0.0,22.27333333333333,34.0,37.7,0.33,0.37,0.33,0.33,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.38,36.58,32.81,32.61,30.93,0.0,0.0,0.0,,,,77494000000.0,,,66000000000.0,,,,,,,,,,,,,97000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29833333333333334,0.02,10.91,,9.91,9.91,,
LBR,76.00881195,65.18440247,61.46609879,63.82135391,76.36817169,69.62487793,67.43429565,46.25145721,37.8190155,43.48088074,46.33468246,43.860569,45.72475433,43.97900009,48.09355927,53.3427124,55.25460052,52.2171402,50.10821915,59.15144348,71.68728638,69.9329834,70.62234497,71.70888519,6.03095797,4.21295441,4.0541599,3.67885206,12.81363007,13.3302376,12.37045937,7.33404528,9.94671762,17.48793448,18.93882087,20.87112682,21.34069889,21.4306803,26.36691003,36.75202874,37.39640255,35.44447259,34.51603935,30.28153908,54.56125874,61.92472697,70.97268576,74.5350984,17.0411,3.7,10.66,11.79,14.32,14.55,24.12,0.0,0.0,,9.2,0.04,0.11,0.12,0.14,0.15,0.24,0.18,0.0,0.0,0.0,0.0,0.0,0.0,28.49,24.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.7,10.66,11.79,14.32,14.55,24.12,28.49,24.54,,,,,,,,158562.0,49757.0,,,,,,,,,,,,990068.0,223758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.298333333333334,10.563333333333333,11.0,10.6,9.09,9.09,,
LBY,51.29110718,45.52793884,33.08923721,33.75513458,34.21351242,35.34671783,34.62699127,33.44186401,32.26568222,31.10063362,29.97363663,36.66828537,26.10514069,26.54751015,33.62598419,30.71802521,32.49469757,33.7814064,28.24106789,28.01716042,21.14135551,24.3911438,31.84949112,19.17658424,126.74722197,116.44731103,60.13343145,64.04270704,68.7130601,74.18515058,80.02979442,90.16958638,100.70505507,106.42777035,114.07545816,111.91174727,154.66343551,157.86567442,155.41665508,133.02996223,150.92985887,157.45019501,153.88014576,154.85971876,99.91877644,72.89131795,90.46090032,90.20731138,77.06849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,65.58812714,65.0963974,65.81324005,68.14170074,66.54403687,64.83586121,66.41738129,70.74607849,66.42404175,63.47808456,61.87216187,61.945858,58.16545486,58.31787872,58.7035141,55.59029007,52.71136475,53.10982513,53.15754318,50.51861954,42.55080795,40.70245743,44.64971542,44.57860947,187.4789358,185.55661746,197.30785679,216.1972181,205.90194896,216.14575625,258.99188249,310.99468051,285.7766276,274.28097602,271.14810417,286.31530274,265.27152591,283.22828151,276.18903135,263.0760905,252.9483696,268.18554807,264.45149736,255.64038938,250.84191507,266.55707745,277.75357304,285.78228964,107.26027,28.25,24.92,0.0,0.0,0.0,0.0,0.0,0.0,,,0.28,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71,48.55,42.67,39.33,39.33,31.29,,,0.0,0.0,0.29,0.49,0.43,0.39,0.39,28.25,24.92,28.71,48.55,42.67,39.33,39.33,31.29,,,,,,,,1732484.54,2042918.27,,,,,,,,,,,,7988336.81,8565425.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2750000000000004,2.5500000000000003,10.7,10.6,11.11,11.11,,
LIE,,,,,,,,,,,,,,,,,35.06910324,36.83575058,36.27989578,35.00221252,31.36476898,31.39487457,32.15766144,30.95528984,,,,,,,,,,,,,,,,,3403.02137858,3578.62106518,3532.29913271,3390.62368521,3137.89742262,3425.92203549,3406.008418,3558.29792228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,45.45687103,46.71311188,46.35093689,43.85919571,46.78730011,46.51676941,46.55852509,50.39842987,55.92298889,58.19237518,58.40319443,56.9463501,57.39594269,53.93697357,54.0634613,54.67240524,56.01026535,56.05601883,52.81344604,51.00220871,44.04909515,45.93245697,50.39741135,60.38124466,19.34141173,18.62538271,19.11532617,17.90526953,22.99518768,25.77029536,29.46646831,35.97832678,50.33115181,56.59950208,61.36640742,65.78238891,63.15620562,71.82229852,71.80814586,78.88724088,81.39689692,79.78183031,81.67400681,74.97933735,70.35250333,93.13034461,65.56363839,81.05369426,75.61644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.63,59.26,59.85,55.37,47.5,55.45,66.31,26.94,59.5,58.9,0.59,0.59,0.6,0.55,0.48,0.55,0.66,58.63,59.26,59.85,55.37,47.5,55.45,66.31,53.88,,,,,,,,,,,,,,,,,,,92939432945.0,,90226200440.0,,,,,,,,,4.0,,,,,,,,,,,,4.2,4.1,4.6,5.8,5.7,5.5,,,,,,,,,,4.0,,,,,,,,,,,,4.2,4.1,4.6,5.8,5.7,5.5,,,,,,,,,,,,,,,,,,,,,1170.33,254.7,246.84,333.85,510.6,448.0,480.3,537.2,805.71,,,,,,,,,,,,,,,,,,,,1170.33,254.7,246.84,333.85,510.6,448.0,480.3,537.2,,,,,,,,,,,,,,,,,,,,,,,,11.206666666666665,13.106666666666667,10.6,10.6,12.263333333333334,15.25,,
LSO,39.72735977,38.50114441,37.84424591,32.46588898,31.50065994,34.38764572,30.02318001,24.05200195,22.01408958,19.72054291,23.4601841,18.80370903,16.89023018,13.93325329,14.19021034,15.60902691,15.83790684,15.77538013,14.49901199,7.29349661,16.02077866,14.66817856,12.75231647,13.19707966,9.41984389,10.86557753,8.77987992,10.39627658,12.9746538,14.32836265,14.91494392,15.82715011,15.20449464,15.93876379,20.14737976,22.12638259,21.17668736,18.30213525,17.20073409,16.32704287,14.41450912,18.2100277,18.98444803,17.20854622,15.51538159,16.98787547,17.00210446,16.1848769,25.34247,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.5,31.93,32.25,33.15,,37.85,37.54,39.64,,,0.16,0.32,0.32,0.33,,0.38,0.38,15.5,31.93,32.25,33.15,,37.85,37.54,39.64,,,,,,,,,,,,,,,,,10114268.93,12429001.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,32.70180511,29.72431946,27.0576458,25.53835297,37.3095932,39.21233368,37.50570297,34.07881546,29.1808548,28.01837158,28.74267387,29.49601555,33.2458992,34.26508331,33.29361343,33.61936951,34.00999451,34.38307571,33.69523239,34.55065536,30.73790932,32.1054039,34.01088715,34.65638351,71.02051859,65.04216491,68.82569162,86.54004611,136.91116603,172.1157327,201.05209231,240.01474255,273.28143402,242.28506072,231.44304742,272.97724208,298.19478998,328.27543849,339.49900588,308.79644967,335.38382406,369.25978212,418.28776616,470.30451688,464.69457054,592.13013809,622.83369373,708.44015878,93.91781,20.0,25.0,25.0,25.0,25.0,25.0,25.0,5.0,25.0,25.0,0.2,0.25,0.25,0.25,0.25,0.25,0.25,31.6,34.74,32.94,33.4,32.7,31.47,31.66,23.818,33.5,35.3,0.32,0.35,0.33,0.33,0.33,0.31,0.32,51.6,59.74,57.94,58.4,57.7,56.47,56.66,58.77,,,,,,,,,,,,,,,,,,,,,,321467000.0,344685000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.86,267.18,330.96,452.37,337.54,277.44,335.77,314.29,319.74,350.99,291.32,275.87,,,,,,,,,,,,,,,,,206.86,267.18,330.96,452.37,337.54,277.44,335.77,314.04,245.65,257.02,,,,,326.21000000000004,351.36,351.36,351.36,351.365,464.5466666666666,464.5466666666667,367.005,7.11,7.11,77.89,432.5,449.36666666666673,449.36666666666673,449.36666666666673,449.3733333333334,668.15,668.15,465.3,11.455,11.463333333333333,10.6,10.6,17.36,17.36,,
LUX,16.745924,15.99595356,16.0663662,16.17641449,15.48557186,15.85056019,16.19876862,14.62949753,12.34820461,13.28158569,14.07908249,16.5846405,14.83918762,14.67671299,14.33975792,14.10965443,14.24373627,13.83811855,13.66654778,12.79627705,11.40145588,11.8204565,11.80740833,12.17518234,485.8716331,497.13200798,578.35781674,745.00524733,868.95030193,922.24416206,983.63506575,976.09511813,935.8924904,1018.81325351,1050.17973049,1189.90486081,894.7250794,932.94645874,938.828913,765.01586559,779.86449395,790.58820667,851.0274366,796.15092399,773.68708373,902.20497832,829.19026577,914.47724108,30.41096,47.44,47.84,48.09,48.14,46.65,46.65,46.65,20.2875,48.1,48.1,0.47,0.48,0.48,0.48,0.47,0.47,0.47,9.62,9.18,7.5,7.1,7.07,7.13,7.09,5.9125000000000005,8.0,7.5,0.1,0.09,0.08,0.07,0.07,0.07,0.07,57.06,57.02,55.59,55.24,53.72,53.78,53.74,53.95,,,,,,,,,,,,,,,,,,,,627734000.0,664830600.0,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98,30.47,32.24,,,13.15,13.28,43.81,48.75,44.98,37.6,47.26,41.57,47.53,55.36,46.42,56.07,,,,,,,,,,,,28.98,30.47,31.83,,,13.15,13.28,43.81,48.75,44.98,37.6,47.26,41.53,36.52,40.54,,,,,523.0500000000001,522.95,265.0375,522.95,522.955,694.1,694.1,1041.15,1041.15,1041.15,1041.15,350.3500000000001,350.2166666666667,350.2166666666667,350.2166666666667,350.22333333333336,520.575,520.575,,,4.526666666666666,,10.61,,10.656666666666666,,
LVA,49.24676514,51.26913452,50.42037964,50.17007446,43.3746376,43.98719406,38.46439743,39.10865784,39.57439423,39.87231827,39.80854797,36.50256729,39.65216827,39.98591232,40.32760239,41.3134613,44.01012039,42.67061996,40.11940002,39.87720108,36.39154434,30.53464508,35.08964539,40.40188217,89.41770695,105.11222728,119.64511886,140.73147282,170.59159657,193.89983861,212.43950474,303.00882631,361.52059745,296.91386855,274.31161246,279.0956386,295.61385131,322.73825839,345.51338618,320.57241626,384.97785935,397.90419768,441.91215784,471.79322302,477.94988585,579.53310031,576.33734489,664.77873924,86.08219,32.2,34.5,34.0,25.0,25.0,20.0,20.0,3.0,34.0,25.0,0.32,0.35,0.34,0.25,0.25,0.2,0.2,24.05,29.61,27.78,34.53,37.47,42.63,42.54,24.59,27.3,34.9,0.24,0.3,0.28,0.35,0.37,0.43,0.43,56.25,64.11,61.78,59.53,62.47,62.63,62.54,64.0,,,,,,,,,,,,,,,,,,,,228228310.0,223425200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.792,151.33,195.93,229.75,193.84,164.31,202.5,182.16,198.22,203.43,172.76,188.53,,,,,,,,,,,,,,,,,114.792,151.33,195.93,229.75,193.84,164.31,202.5,182.01,152.29,148.97,,,,,321.375,348.325,366.77750000000003,366.77750000000003,367.3275,493.1566666666667,493.15666666666675,375.95,78.0,78.0,74.0,409.70000000000005,443.26666666666665,467.8866666666667,467.8866666666667,468.22333333333336,707.4150000000001,707.4150000000001,477.93333333333334,12.528333333333334,11.089999999999998,10.6,10.6,17.36,17.36,,
