IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
SWZ,43.5636673,42.50632095,40.31251526,36.04267883,35.12145233,31.816185,29.83690643,29.22328949,25.41001892,25.14465904,25.23865128,25.3216877,25.39558411,25.46177101,25.5213871,25.57536697,25.62447548,25.50858688,25.85350227,24.26520348,29.62153244,28.26187897,27.28959465,28.82962036,33.51407922,32.05548841,30.09926488,47.36353675,61.77703238,69.12405889,70.86489273,73.71370868,67.51973522,70.32511361,86.57938365,92.48814247,86.35263435,77.252131,72.08105632,64.12133495,58.01835214,67.72568603,75.57994703,77.66098297,70.20187561,84.14187265,77.7093129,85.3488284,66.19178,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,24.8,32.51,,33.14,36.78,40.42,40.47,41.29,,,0.25,0.33,,0.33,0.37,0.4,0.4,24.8,32.51,,33.14,36.78,40.42,40.47,41.29,,,,,,,,21583599.23,,,,,,,,,,,,,4272.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67,,,,,,,,,,,,,,,,,,,824.07,682.22,,,,,,,,,,,9.838333333333333,11.899166666666666,10.6,10.6,13.04,13.04,,
SYC,17.88831902,17.09647942,12.48222733,13.69383812,15.64156723,17.86114502,19.81629372,19.23576927,31.1578598,30.09479332,27.1264267,23.2291851,22.22873878,20.37076759,27.76068306,26.11572075,26.93433571,26.36744118,27.94315147,28.4642868,22.96338844,28.55452538,31.81220436,29.73125076,60.86268102,57.18477655,42.54229588,53.96696124,69.48733553,81.76313387,96.54091796,82.44787088,114.46308205,93.5836964,121.93984608,106.19555883,125.14751647,111.07134543,163.28351127,148.06751474,181.3209368,175.89594205,191.44085632,192.27009627,154.05835793,179.85345848,225.0218828,227.82695458,91.31507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.76,67.57,66.67,66.67,57.71,57.01,56.46,56.46,,,0.76,0.68,0.67,0.67,0.58,0.57,0.56,75.76,67.57,66.67,66.67,57.71,57.01,56.46,56.46,,,,,,,,41661121.08,35346551.09,,,,,,,,,,,,219453020.1,181568852.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.200000000000001,10.64,9.0,9.0,13.04,13.04,,
SYR,64.46633148,58.5328331,54.33372498,51.89720917,52.21466446,49.71022415,51.69641495,52.13559341,53.23443604,54.36074829,55.72970963,55.71276855,56.18341446,50.47280502,51.9702034,49.95524597,49.71878815,47.88787842,47.2986412,45.78736877,51.92531204,61.51105881,62.45795822,73.27332306,34.6122951,33.77945412,34.09287071,31.07101631,31.4353817,30.96591398,33.08856144,37.59220244,44.14465794,47.84114566,51.02265524,43.61660737,37.23722369,23.75870603,25.42148481,19.07227117,13.62619362,17.03421998,21.87120958,25.28416268,19.22884113,32.89157278,33.26814631,24.42945867,57.28767,15.0,15.0,15.0,,20.0,20.0,20.0,,,,0.15,0.15,0.15,,0.2,0.2,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,15.0,15.0,15.0,,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,
TCD,58.37036514,61.52402878,68.50270081,51.63553619,54.69675064,60.41002274,68.42547607,70.1568985,74.55017853,71.02245331,73.07261658,66.15233612,64.61224365,63.75331116,60.58203506,61.67253494,59.95672989,65.10282898,66.42906189,65.72789001,71.24771118,70.26914215,59.01669693,52.39949799,5.88053631,7.16166035,12.34239006,9.30484981,15.17831737,18.8938923,23.17236499,23.88306094,27.5084323,24.73310942,25.76544874,24.71364005,23.39122899,24.60504024,25.54306082,20.8582222,19.16239902,19.52667422,20.72877153,19.87407919,26.88238713,26.41527214,23.70705075,24.85776097,24.32877,7.41,7.41,7.42,13.61,16.01,16.01,12.68,14.64,,,0.08,0.08,0.08,0.14,0.16,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.41,7.41,7.42,13.61,16.01,16.01,32.68,34.64,,,,,,2427332925.0,2844973921.0,,,,,,,,,,,,3371295729.0,3951352668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,87.95420074,86.78195953,85.90538025,84.12905884,81.07527924,80.75875092,79.49362946,73.84091187,73.11481476,71.95480347,68.20930481,68.09751892,64.69445038,63.53125381,64.66252136,73.12627411,69.90706635,68.84172058,73.74506378,75.80754852,70.16882324,73.88970184,68.69844818,68.89031982,11.48170084,11.31881809,12.58630275,14.89880092,15.10431763,16.93508504,18.08072504,16.49834724,19.66338211,20.36577865,20.83519761,23.43330873,22.9037197,25.13559961,27.13508317,34.31165667,35.56756497,35.48547027,38.66903853,37.03492653,37.01554605,38.95639792,38.33061288,41.06209972,31.23288,4.83,6.23,6.76,8.18,6.61,6.18,25.46,8.95,,,0.05,0.06,0.07,0.08,0.07,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,6.23,6.76,8.18,6.61,6.18,25.46,8.95,,,,,,,,1870974630.0,1870974630.0,,,,,,,,,,,,6138895541.0,6387318053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0066666666666673,5.346666666666667,10.61,8.18,15.25,15.25,,
THA,44.8037529,44.96514511,37.52396774,36.74427795,35.70490646,36.23268127,27.99164391,24.33661461,24.50151253,26.7997551,26.09715271,23.38223648,23.789114,23.73593712,23.97712708,28.36871719,27.52309608,27.87630081,28.98598862,28.22701263,29.55669212,29.54946327,27.22990417,22.0200367,27.8726072,25.71731719,26.14949937,27.9747739,29.60537386,32.83096393,28.90449894,30.44748711,36.52382317,40.11333861,44.0047342,44.83418384,47.98428604,49.32623061,51.24966025,62.1702993,63.24394561,68.87718778,79.62805527,81.38162696,89.96518062,107.47979874,100.74422527,71.89648541,117.34247,53.16,58.43,58.43,61.57,62.58,18.69,18.69,11.68,58.5,60.5,0.53,0.58,0.58,0.62,0.63,0.19,0.19,0.0,0.0,0.0,0.0,0.0,40.0,40.0,26.275000000000002,3.6,3.1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,53.16,58.43,58.43,61.57,62.58,58.69,58.69,61.24,,,,,,,,,,,,,,,,,,,,,62904570000.0,64199660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.94,768.75,800.52,848.99,920.76,925.39,925.39,925.39,746.19,1149.22,2795.26,2795.26,2795.26,2795.26,2795.26,2445.63,2685.55,3195.67,3603.01,3856.56,4198.54,,,,,,,,657.94,768.75,800.52,848.99,920.76,925.39,925.39,925.39,746.19,1149.22,2795.26,2795.26,2795.26,2795.26,2795.26,2445.63,2685.55,3195.67,3603.01,3856.56,4198.54,,,,,,,,,,,,,,,,,,,,,,,,,13.645000000000001,14.108333333333334,10.46,10.46,6.54,6.54,,
TJK,79.11802673,76.50390625,78.2927475,74.21494293,72.76945496,67.68556976,70.30632782,70.90013885,68.77820587,69.72650146,70.50505066,63.22486496,64.62760925,62.08902359,62.51398468,62.9108963,66.23594666,63.34487534,68.61608124,71.36382294,68.06848907,65.23810577,65.32248688,62.48163223,4.6749139,5.78828453,6.43542931,8.14434146,10.66037099,11.76726837,14.09226614,20.27068726,28.44192613,27.13578331,29.81271702,30.88172824,36.81910673,41.98681385,45.67808747,39.48165035,36.37767956,36.0121483,40.15097367,43.18630668,50.48864229,48.99587705,51.35214327,53.20125016,49.09589,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,3.24,3.43,2.66,3.18,27.09,26.31,37.89,,,,0.03,0.03,0.03,0.03,0.27,0.26,,3.24,3.43,2.66,3.18,27.09,26.31,37.89,,,,,,,,,,,,189769896.0,,6386000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2250000000000005,,7.0,,12.28,,
TKM,53.34067154,65.34983826,65.21086884,67.94590759,77.00288391,78.74972534,81.51774597,73.59653473,83.71192169,75.44722748,75.73234558,73.56891632,72.83851624,71.30325317,72.75561523,75.80947113,81.23348999,77.93556213,81.7338562,81.7448349,81.4510498,82.64189148,84.50257874,82.55283356,40.28548916,78.97292616,83.52731435,135.8443707,233.20969435,255.78819373,285.05468069,192.69972402,197.48909519,134.63246074,153.56947524,185.28902617,210.59811671,242.37651579,286.56142984,274.9833278,305.97052323,320.16771703,336.19228986,353.7762865,342.10118095,389.95669496,489.40046572,479.94748911,46.49315,23.64,41.91,15.83,12.23,11.84,11.27,29.17,0.0,,,0.0,0.0,0.0,0.0,0.12,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.27,,,0.24,0.42,0.16,0.12,0.0,0.0,0.0,23.64,41.91,15.83,12.23,11.84,11.27,29.17,18.27,,,,,,,,,,,,,,,,266862800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,79.43,,,,,,,,,,,
TLS,,,,46.65341568,40.61644745,39.37228012,24.43627739,18.70224762,11.52039528,8.9651556,11.86230469,10.35743427,9.4934082,6.96787214,11.44145203,11.2844553,11.20689392,11.6216507,10.15664291,10.48483944,6.68426275,5.89094782,5.47948551,6.9933362,,,,7.08553148,8.21495884,10.12867742,6.81813706,5.70775154,5.0366638,4.49948228,6.24137081,6.67394336,6.78483287,7.16286166,10.65264855,11.45123843,10.38811953,10.01352737,7.92971069,8.17958619,7.92048432,7.78068686,9.58445838,10.08540596,61.45205,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,30.4,30.4,25.33,19.0,19.0,44.44,,,,,0.3,0.3,0.25,0.19,0.19,,,30.4,30.4,25.33,19.0,19.0,44.44,,,,,,719696.86,771679.52,,,,,,,,,,,,14094865.57,14636011.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.75,,10.79,,2.02,,
TON,19.48387146,16.22384644,16.62737083,17.19208145,13.38447094,15.81236458,12.89523888,15.2121191,11.04126549,18.0611248,14.57749653,12.67004871,7.64964437,14.54942989,11.77214813,12.96767235,11.34694004,10.39000225,9.99854088,10.29356575,10.1171608,8.38134575,6.55934191,9.50435162,10.40340497,8.96809655,10.41774247,11.69953608,13.74603339,17.12368831,19.24324796,20.46975838,21.07400262,21.45547259,24.28339693,24.50858519,24.35796774,24.99892643,24.82873659,23.59008006,23.66289089,25.59029813,27.84544384,27.45169235,26.56307303,29.23391838,25.10857917,33.98225158,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,54.79,50.0,58.82,63.33,60.0,65.22,54.04,51.3,,0.41,0.55,0.5,0.59,0.63,0.6,0.65,41.1,54.79,50.0,58.82,63.33,60.0,65.22,65.22,,,,,,2662023.6,,1845210.45,,,,,,,,,,,19819503.99,,8935036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.138333333333332,15.38,10.6,10.6,8.693333333333333,8.693333333333333,,
TTO,62.99824905,56.80603409,58.24229431,54.43883514,56.76202774,51.4331665,54.94886017,53.62696075,51.85596466,52.16077805,51.62444305,49.91357803,51.0772171,48.40366745,49.65254211,48.41680145,49.81018829,47.70870972,51.55194855,53.95796204,53.88269424,53.29118347,54.49139404,51.54345703,167.67787211,154.926266,188.91983831,195.21493893,244.85587615,272.77694081,312.50839693,357.88127898,389.72146095,405.09235247,425.98470975,435.72755681,457.18205788,469.95226037,501.90161476,513.98630015,530.18847027,516.86472954,556.99507252,592.02975812,571.00883451,624.00706124,690.01801349,657.86904061,137.56164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,20.69,19.54,16.57,14.65,14.6,14.6,16.44,,,0.24,0.21,0.2,0.17,0.15,0.15,0.15,23.64,20.69,19.54,16.57,14.65,14.6,14.6,16.44,,,,,,,,,,,,,,,,,,,,231218260.0,227132908.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,10.7,,11.11,,
TUN,47.22982407,47.72390366,48.15386581,48.51647186,48.80897903,49.11578751,47.42406464,46.06258392,44.92797089,43.94190216,43.04773712,42.20585251,42.93639755,40.80529785,41.80558395,46.17268753,44.8463974,45.84419632,47.42088318,40.76102448,38.41360092,42.0487709,41.33366394,42.77626801,52.43161666,54.40741851,60.02196637,72.25775754,81.64564246,83.42096038,84.8065256,93.19392342,103.55966167,101.66359146,103.63935258,114.24072022,116.05303042,116.15039942,120.23686152,115.18431766,107.81190524,102.62637643,102.15331031,86.65806827,96.18820512,119.94516098,114.2726264,135.90441651,90.57534,14.81,13.55,24.56,26.19,26.19,28.02,31.24,27.8,15.6,21.7,0.15,0.14,0.25,0.26,0.26,0.27,0.3,42.06,47.11,19.78,17.45,17.45,15.61,12.71,6.91,64.0,49.4,0.42,0.47,0.2,0.17,0.17,0.16,0.13,56.86,60.66,44.34,43.64,43.64,43.63,43.95,44.23,,,,,,,,275842778.5,301722773.0,,,,,,,,,,,,1221061619.0,1251191277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.659999999999998,8.558333333333332,10.6,10.6,15.97,15.97,,
TUR,38.32403564,32.74863434,30.02564049,28.79286957,28.29535866,32.25496292,31.14850235,31.216259,27.30695724,19.50121117,22.00160408,20.87317085,20.82859039,21.64912224,22.39443779,21.86684418,21.55761147,22.2894249,22.617733,22.31467247,21.15462494,21.19816589,24.84132004,24.07653999,73.90194573,48.75030761,54.46394187,66.95962048,82.80723351,115.27641999,127.47799083,157.44746657,153.39280904,96.00452951,117.01082576,109.76844554,108.40089082,118.6288627,116.54283908,97.24341207,98.38186564,96.32126587,86.01033809,86.73152998,81.71171779,91.43612275,95.85768176,131.89477752,83.80822,58.0,63.0,65.0,65.25,65.25,63.0,67.0,63.0,65.0,65.3,0.58,0.63,0.65,0.65,0.65,0.63,0.67,0.0,0.0,0.0,1.63,2.55,3.11,2.62,2.955,0.0,1.7,0.0,0.0,0.0,0.02,0.03,0.03,0.03,58.0,63.0,65.0,66.88,67.8,66.11,69.62,65.5,,,,,,,,,,,,,,,,,,,,,61801432000.0,67619763000.0,,,,,,,,,,,,,,,,,,0.4,0.4,0.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,1060.78,1217.32,1464.27,1430.57,1611.62,1620.21,1324.2,1557.91,,,,,,,,,,,,,,,,,,,,,1060.78,1217.32,1464.27,1430.57,1611.62,1620.21,1324.2,1557.91,,,,,,,,,,1666.25,,2901.75,128.74,,,,,,,,1925.6666666666667,,2464.0,128.74,,,,19.143333333333334,15.005,10.6,10.6,12.636666666666665,14.143333333333336,,
TUV,0.10439636,0.71357018,1.24833417,1.25236356,1.48584676,1.6938597,2.9900043,4.65245104,7.97512913,6.16907406,5.8020401,7.20827675,5.9786377,5.19895792,3.56415319,3.33649778,0.76826125,0.64102805,0.52187634,0.3979077,0.31570211,0.20394035,0.06482623,0.06144708,0.36739959,1.8674869,2.58632943,3.44391695,3.22016008,3.93030529,8.72385446,13.59588019,25.46603976,21.5425034,28.45384915,38.64391411,29.84649589,25.19361176,18.27135147,15.0593786,5.36244816,6.52243667,4.27631564,4.53147716,2.84003939,2.28902496,0.84304362,1.05908052,,,11.32,9.67,25.1,42.81,8.1,2.54,17.23,,,,0.11,0.1,0.02,0.43,0.25,0.03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,11.32,9.67,25.1,42.81,8.1,2.54,17.23,,,,,,,,84730.24,,466000.0,,,,,,,,,,,453901.2,,147500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,2.08,,,
TZA,40.53105164,42.70994949,44.18369293,45.0367775,38.68895721,34.88035965,26.64925194,29.39531517,33.59670639,35.68816376,32.82444763,29.63600922,28.23595047,26.00617981,26.55572701,27.7083149,22.96104622,22.05185127,21.56105232,22.62815857,30.10636711,26.38183594,28.9999752,28.96539497,4.9976074,6.48080413,7.52695047,9.18497021,9.07232311,9.66665362,9.48650228,10.65171617,12.18277803,12.13375514,12.20575038,11.18812609,11.85812263,11.30470935,10.58366969,9.21906746,8.41583782,8.60852854,8.89861621,9.04624806,9.54480766,9.90142304,10.42062865,10.50175174,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03,10.85,12.89,15.25,18.68,16.81,14.71,14.71,,,0.18,0.11,0.13,0.15,0.19,0.17,0.15,18.03,10.85,12.89,15.25,18.68,16.81,14.71,14.71,,,,48666400000.0,40187570000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.11,,,,,136.81,,,128.88,,,,,,,,,,,,,,,,,,,,75.11,,,,,136.81,,,128.88,,,,,,,,,,,,,,,,,,,,,,,8.031666666666666,8.043333333333333,10.61,10.61,15.25,15.25,50.0,
